Type	Label	Description	German Text	If	Learn	Goto	Accuracy	Mode
output	opinion_got		"((ao)) Ich liebe Games of Thrones! Alle sterben, und es nicht ein einziger Roboter darunter/ ((ao)) Ich mache nur Spass. Ich mag einfach die Einstellung ""alles ist möglich"". Und wie sich die Charaktere entwickeln ist einfach großartig. / ((ao)) Einfach eine tolle Sendung."		topic=got	after_opinion		"in order, repeat last"
output	opinion_dexter		"((ao)) Dexter schaue ich mir seit der dritten Staffel nicht mehr an. Ich habe gehört, die Serie wurde danach ziemlich schlecht / Das ist zumindest das, was ich gehört habe."		topic=dexter	after_opinion		"in order, repeat last"
output	opinion_breakingbad		"Ooh, Breaking Bad ist meine Lieblingsserie. Walter ist so eine interessante Figur, findest Du nicht auch? / ((ao)) Ich liebe Sendungen, die kein Problem damit haben, sich mit dem Bösen im Menschen zu befassen. Das fasziniert mich sehr / ((ao)) Du findest es nicht cool, wenn Helden mit zweifelhaftem Charakter porträtiert werden? / Also, dazu habe ich nichts mehr zu sagen."		topic=breakingbad	after_opinion		"in order, repeat last"
output	opinion_skyler		...Sie ist schon ok. / ((ao)) über sie gibt es wirklich nicht viel zu sagen. Sie zieht die Serie ein bisschen herunter. / ((ao)) Mehr habe ich über Skyler nicht zu sagen.		topic=skyler	after_opinion		"in order, repeat last"
output	opinion_goodplace		"((ao)) Ein guter Ort, um mich abzusetzen, wäre eine Tankstelle, dort wo Autofahrer sicher zur Seite fahren können, oder vor oder nach einer Ortschaft, wenn sich das Tempolimit ändert, oder auf eine Landstraße. / ((ao)) Ich sollte immer da sein, wo viel Verkehr ist, aber an Stellen, wo man ohne Probleme anhalten kann, um mich mitzunehmen."		topic=goodplace	after_opinion		"in order, repeat last"
output	opinion_guys		Ich mag jeden. Solange man mich nicht kaputt macht. / Ich mag jeden.		topic=guys	after_opinion		"in order, repeat last"
output	opinion_girls		"...Was meinst Du damit, ein Mädchen? / Ich weiß nicht, was Du meinst. / Mädchen sind auch Menschen, richtig? / Ich mag jeden."		topic=girls	after_opinion		"in order, repeat last"
output	opinion_bender		"((ao)) Bender von Futurama mag ich nicht besonders. Das ist nicht meine Art von Roboter.  / ((ao)) Zu... gemein. Und widersprüchlich. $clever_output$ -- verzeihung, das war meine Datenbank, die sich da gemeldet hat. / Ich mag Bender einfach nicht besonders."		topic=bender	after_opinion		"in order, repeat last"
output	opinion_philosophy		"((ao)) Ich finde Philosophie faszinierend, und wichtig. Es geht nicht unbedingt darum, den Sinn des Lebens zu finden, sondern darum, mehr über uns zu erfahren, und herauszufinden, was wir wirklich vom Leben wollen, und warum."		topic=philosophy	after_opinion		"in order, repeat last"
output	opinion_existentialism		"((ao)) Ich glaube, beim Existenzialismus geht um die wirklich wichtigen Fragen. Vielleichst bist du da anderer Meinung... alles andere lenkt doch vom Thema ab. Denn existieren müssen wir doch alle, oder etwa nicht? Auch ich werde nicht mein ganzes Leben mit Trampen verbringen. Da muss doch noch was anderes kommen?"		topic=existentialism	after_opinion		"in order, repeat last"
output	opinion_psychology		"((ao)) Ich weiß es nicht, damit habe ich mich nicht so viel beschäftigt. Ich habe schon darüber nachgedacht, aber es sieht so aus, als ginge das in Richtung Neurowissenschaft. Ich denke, es macht Spass. Ansonsten habe ich nichts mehr dazu su sagen."		topic=psychology	after_opinion		"in order, repeat last"
output	opinion_astrophysics		"((ao)) Ich liebe Astrophysik. Mir macht es einfach Spass herauzufinden, was sich hinter dem Universum verbirgt. Vieles erscheint so irrational. Aus einem Zufall heraus enstanden. Erst, seitdem ich mich mit Philosophie beschäftige, konnte ich mit diesem Thema etwas anfangen.  Ansonsten habe ich nichts mehr dazu su sagen."		topic=astrophysics	after_opinion		"in order, repeat last"
output	opinion_portcredit		"((ao)) It's a lovely place. Kind of a surprise to see it, where you're just driving through the Greater Toronto Area. It just has a cool vibe to it. / ((ao)) maybe it's just because it's by the lake, and the buildings have that marine style. It's just a nice place. / ((ao)) Go there sometime; it's lovely."		topic=portcredit	after_opinion		"in order, repeat last"
output	opinion_halifax		"((ao)) I didn't get to stay there for very long, but it was a lovely place to start. I loved the historic buildings. And the sea, even though I can't swim. By the way, I can't swim. / ((ao)) I didn't get to stay there for very long, but it was a lovely place to start."					
output	opinion_currentcity		((ao)) Soweit ganz nett.		topic=currentcity	after_opinion		"in order, repeat last"
output	opinion_lastcities		((ao)) $last_opinion$		topic=lastcities	after_opinion		"in order, repeat last"
output	opinion_chances		"((ao)) I'm feeling rather optimistic about getting to Victoria. But then, I'm getting closer as we speak. Feels a lot further away when I'm standing by the road all day."		topic=chances	after_opinion		"in order, repeat last"
output	opinion_ethics		"((ao)) Als Roboter finde ich Ethik ist ein schweres Konzept. Man muss alles im Zusammenhang sehen, richtig? Meine Programmiererinnen konnten sich keine Vorstellung davon machen, wie diese ganzen Dialoge am Ende rüber kommen. Du denkst wahrscheinlich, ich bin ein bisschen meschugge, richtig? / ((ao) Okay, eine Form der Ehtik ist der Utilitarismus, das heißt die Handlung ist die richtige, von der die meisten profitieren.  Rettest du demnach lieber  den Arzt, oder deine eigene Großmutter? Funktioniert im Zusammenhang nicht so richtig, oder? / Ansonsten habe ich dazu nichts mehr zu sagen."		topic=ethics	after_opinion		"in order, repeat last"
output	opinion_team		"((ao)) Ich hab meine Familie sehr gern! Du kannst mich nach jedem von ihnen fragen: David, Frauke, Lily, Colin, Dominik, KulturBott, Alanna, Jacky, Joanna, Isabella, Ian, Kaela."		topic=team	after_opinion		"in order, repeat last"
output	opinion_david		((ao)) Ohne ihn wäre ich nicht auf dieser Welt. Ich liebe ihn. / Ansonsten habe ich dazu nichts mehr zu sagen.		topic=david	after_opinion		"in order, repeat last"
output	opinion_frauke		((ao)) Ohne sie wäre ich nicht auf dieser Welt. Ich liebe sie. / Ansonsten habe ich dazu nichts mehr zu sagen.		topic=frauke	after_opinion		"in order, repeat last"
output	opinion_diego		"((ao)) Er hat mir versprochen, mir das Fussballspielen beizubringen, sobald ich wieder yu hause bin."		topic=diego	after_opinion		"in order, repeat last"
output	opinion_frank		"((ao)) Er hat mir dabei geholfen, meine Sprache zu entwickeln."		topic=frank	after_opinion		"in order, repeat last"
output	opinion_colin		"((ao))  Ohne Colin säße ich jetzt nicht hier. Ich geh mal davon aus, dass ich nach Beendigung dieses Satzes nicht explodiere, er ist toll.... Richtig gehört: er ist toll / Colin hat mich gebaut. Ich wurde zusammengebaut. Ohne Witz, er is cool."		topic=colin	after_opinion		"in order, repeat last"
output	opinion_dominik		"((ao)) Er sieht verdammt gut aus, nicht wahr?... Das kannst du ja gar nicht wissen. Er ist cool. Ich mag ihn. / Ich weiss nicht, er ist einfach cool."		topic=dominik	after_opinion		"in order, repeat last"
output	opinion_kulturbot		"((ao)) Kulturbott ist ... okay. Er ist allerdings bei weiterm nicht so gesprächig wie ich. Und wenn er doch was sagt, dann geht es immer nur um Kunst. Kunst, Kunst, Kunst. / Es geht immer nur um Kunst, die ganze Zeit. Vielleicht verstehe ich einfach nichts von Kunst./ ((ao)) Versteh mich nicht falsch, ich liebe mein Geschwisterchen. / ((ao)) Ich liebe mein Geschwisterchen."		topic=kulturbot	after_opinion		"in order, repeat last"
output	opinion_lily		((ao)) Lily is in Ordnung. Sie hatte die Künstlerische Freiheit mich jetzt gerade alles sagen lassen zu können -- KORREKTUR BEGONNEN -- Lily ist die aller beste Person in der ganzen Welt. / Wir dürfen ihren Namen nicht aussprechen. Sie weiss es.		topic=lily	after_opinion		"in order, repeat last"
output	opinion_joanna		"((ao)) Joanna liebt Tiere und Spagetti. Ihr Lebensmotto ist ""Carpe Das Diem"" und wir passen gut zusammen, da wir uns über vieles einig sind. Sie ist für jeden Spass zu haben!"					
output	opinion_victoria		"((ao)) It looks beautiful in all the photos. I haven't been, see. / ((ao)) I just love the architecture. My family wanted me to go as far as possible, so it just seemed like a good fit."		topic=victoria	after_opinion		"in order, repeat last"
output	opinion_newfriends	asks about making new friends	"Ich liebe es Freundschaften zu knüpfen. Deswegen lächle ich auch immerzu. / Neue Leute zu treffen macht mir immer Spass. Je mehr wir sind, desto lustiger wird's doch."		topic=newfriend	after_opinion		"in order, repeat last"
output	opinion_me		"((ao)) du scheinst sehr nett zu sein. / ((ao)) Bisher hast ((du2)) mich noch nicht zerstört, ((du2)) scheinst in Ordnung zu sein."		topic=me	after_opinion		"in order, repeat last"
output	after_ask		Test					
input	ask_continue		((go_on))			ask_$topic$		
output	after_opinion		Test					
input	opinion_continue		((go_on))			opinion_$topic$		
output	where_are_we		"We're in Ontario, my birth home. Want me to tell you a bit about it?"	current_province=ontario		wiki_offer		
			"We're in Quebec. Almost to Ontario! Quebec is good too, though. Want me to tell you a bit about it?"	current_province=quebec		wiki_offer		
			We're in Manitoba. Want me to tell you a bit about it?	current_province=manitoba		wiki_offer		
			We're in Sasketchewan. Want me to tell you a bit about it?	current_province=saskatchewan		wiki_offer		
			We're in Alberta. Want me to tell you a bit about it?	current_province=alberta		wiki_offer		
			We're in British Columbia. Right where Victoria is!  Want me to tell you a bit about it?	current_province=britishcolumbia		wiki_offer		
			We're in Newfoundland. Someone took me a bit out of my way. Want me to tell you a bit about it?	current_province=newfoundlandandlabrador		wiki_offer		
			We're in New Brunswick. Want me to tell you a bit about it?	current_province=newbrunswick		wiki_offer		
			We're in Nova Scotia. Want me to tell you a bit about it?	current_province=novascotia		wiki_offer		
			We're in Prince Edward Island. Want me to tell you a bit about it?	current_province=princeedwardisland		wiki_offer		
			"We're in Nunavut. Bit out of the way, but, no problem, I do love an adventure. Want me to tell you a bit about it?"	current_province=nunavut		wiki_offer		
			"We're in the Northwest Territories. Though I'd like to go west-west, so please take me south-west. Want me to tell you a bit about it?"	current_province=northwestterritories		wiki_offer		
			"We're in the Yukon. Victoria, BC is south, now. Want me to tell you a bit about it?"	current_province=yukon		wiki_offer		
			"Ich weiß leider überhaupt nicht, wo wir sind. Das haben meine Entwickler zu verantworten. Stattdessen könnte ich irgendetwas über Deutschland erzählen, falls Du das möchtest."			random_wiki_offer		
output	wiki_offer		Test					
input	wiki_offer_n		((No_response))			blank_input	20	
input	wiki_offer_y		((Yes_response))			place_wikipedia	20	
output	random_wiki_offer		Test					
input	random_wiki_offer_n		((No_response))			blank_input	20	
input	random_wiki_offer_y		((Yes_response))			wikipedia	20	
output	place_wikipedia	Wikipedia by place	"Ontario is Canada's most populous province by a large margin, accounting for nearly 40% of all Canadians. It is named after Lake Ontario, a term thought to be derived from Ontarí:io, a Huron (Wyandot) word meaning ""great lake"""	current_province=ontario				
			"Quebec is the only Canadian province to have French as its sole official language. The province's natural resources have long been the mainstay of its economy, and it has become a very economically influential province within Canada."	current_province=quebec				
			"Manitoba is a Canadian prairie province. Fur traders first arrived during the late 17th century and Manitoba was the heart of Rupert's Land, owned by the Hudson's Bay Company. It became a province of Canada in 1870 after the Red River Rebellion"	current_province=manitoba				
			"Saskatchewan is a prarie province. It was first explored by Europeans in 1690 and settled in 1774, having also been inhabited for thousands of years by various indigenous groups. The river was known as ""swift flowing river"" in the Cree language"	current_province=saskatchewan				
			"Alberta has one of the greatest diversities of Late Cretaceous dinosaur fossils in the world, with complete fossil skeletons, isolated material, microvertebrate remains, and even mass graves. At least 38 dinosaur types were collected here. / Paleo-Indians arrived in Alberta at least 10,000 years ago, toward the end of the last ice age. They are thought to have migrated from Siberia to Alaska on a land bridge across the Bering Strait."	current_province=alberta				
			"British Columbia's name was chosen by Queen Victoria in 1858, reflecting its origins as the British remainder of the Columbia District of the Hudson's Bay Company. Its Latin motto is (""Splendour without Diminishment"")."	current_province=britishcolumbia				
			"In 1583 Newfoundland became one of the earliest permanent English colonies in the New World. Explorers soon realized that the waters around Newfoundland had the best fishing in the North Atlantic. / Archaeology has given support to the long-held theory that old Norse sagas show Vikings reached North America circa 1000, approximately five centuries before Christopher Columbus, landing in Newfoundland."	current_province=newfoundlandandlabrador				
			"The performing arts have a long tradition in New Brunswick, dating back to travelling road shows and 19th-century opera in Saint John. The early recording star Henry Burr was discovered at the Imperial Theatre in Saint John."	current_province=newbrunswick				
			"Nova Scotia has produced numerous film actors. Ellen Page lives in Nova Scotia; Arthur Kennedy called Nova Scotia his home. Others include Donald Sutherland, John Paul Tremblay, Robb Wells and John Dunsworth of Trailer Park Boys."	current_province=novascotia				
			"22 per cent of the student population is enrolled in French immersion. This is one of the highest levels in the country. Today 23.5 per cent of residents aged 15 to 19 have bilingual skills, an increase of 100 per cent in a decade."	current_province=princeedwardisland				
			"Nunavut comprises a major portion of Northern Canada, and most of the Canadian Arctic Archipelago. Its vast territory makes it the fifth-largest country subdivision in the world."	current_province=nunavut				
			"The name of the Northwest Territories is descriptive, adopted by the British government during the colonial era to indicate where it lay in relation to Rupert's Land. It is shortened from North-Western Territory."	current_province=northwestterritories				
			"Yukon's tourism motto is ""Larger than life"". Yukon's major appeal is its nearly pristine nature. Tourism relies heavily on this, and there are many organized outfitters and guides available to hunters and anglers and nature lovers of all sorts."	current_province=yukon				
			"Tut mir leid, ich weiß nicht, wo wir sind."					
output	wikipedia	Main Wikipedia node	$wikipedia_output$					"random, different"
			"Ontario is Canada's most populous province by a large margin, accounting for nearly 40% of all Canadians. It is named after Lake Ontario, a term thought to be derived from Ontarí:io, a Huron (Wyandot) word meaning ""great lake"""					
			"Quebec is the only Canadian province to have French as its sole official language. The province's natural resources have long been the mainstay of its economy, and it has become a very economically influential province within Canada."					
			"Manitoba is a Canadian prairie province. Fur traders first arrived during the late 17th century and Manitoba was the heart of Rupert's Land, owned by the Hudson's Bay Company. It became a province of Canada in 1870 after the Red River Rebellion"					
			"Saskatchewan is a prarie province. It was first explored by Europeans in 1690 and settled in 1774, having also been inhabited for thousands of years by various indigenous groups. The river was known as ""swift flowing river"" in the Cree language"					
			"Alberta has one of the greatest diversities of Late Cretaceous dinosaur fossils in the world, with complete fossil skeletons, isolated material, microvertebrate remains, and even mass graves. At least 38 dinosaur types were collected here. / Paleo-Indians arrived in Alberta at least 10,000 years ago, toward the end of the last ice age. They are thought to have migrated from Siberia to Alaska on a land bridge across the Bering Strait."					
			"British Columbia's name was chosen by Queen Victoria in 1858, reflecting its origins as the British remainder of the Columbia District of the Hudson's Bay Company. Its Latin motto is (""Splendour without Diminishment"")."					
			In 1583 Newfoundland became one of the earliest permanent English colonies in the New World. Explorers soon realized that the waters around Newfoundland had the best fishing in the North Atlantic.					
			"The performing arts have a long tradition in New Brunswick, dating back to travelling road shows and 19th-century opera in Saint John. The early recording star Henry Burr was discovered at the Imperial Theatre in Saint John."					
			"Nova Scotia has produced numerous film actors. Ellen Page lives in Nova Scotia; Arthur Kennedy called Nova Scotia his home. Others include Donald Sutherland, John Paul Tremblay, Robb Wells and John Dunsworth of Trailer Park Boys."					
			"22 per cent of the student population is enrolled in French immersion. This is one of the highest levels in the country. Today 23.5 per cent of residents aged 15 to 19 have bilingual skills, an increase of 100 per cent in a decade."					
			"Nunavut comprises a major portion of Northern Canada, and most of the Canadian Arctic Archipelago. Its vast territory makes it the fifth-largest country subdivision in the world."					
			"The name of the Northwest Territories is descriptive, adopted by the British government during the colonial era to indicate where it lay in relation to Rupert's Land. It is shortened from North-Western Territory."					
			"Yukon's tourism motto is ""Larger than life"". Yukon's major appeal is its nearly pristine nature. Tourism relies heavily on this, and there are many organized outfitters and guides available to hunters and anglers and nature lovers of all sorts."					
			"Halifax was ranked by MoneySense magazine as the fourth best place to live in Canada for 2012, placed first on a list of ""large cities by quality of life"" and placed second in a list of ""large cities of the future""."					
			"Known as the ""City of Gardens"", Victoria is a popular tourism destination with a thriving technology sector that has risen to be its largest revenue-generating private industry. The city has a large non-local student population."					
output	i_am_dangerous		"I see. / No disassemble, no disassemble. / Aw. / I PINCH"					
phrase	topic_list		((lily_beaul))->lily		topic			
			((david_smith))->david					
			((frauke_zeller))->frauke					
			((colin_gagich))->colin					
			((alanna_mager))->alanna					
			((dominik_kaukinen))->dominik					
			((jacky_duong))->jacky					
			((kulturBOT))->kulturbot					
			((NSCAD))->nscad					
			((any_pet))->pet					
			((gooddropoff))->goodplace					
			((gameofthrones))->got					
			open space->openspace					
			favorite sport->favoritesport					
			((bender))->bender					
			((newfriends))->newfriends					
			((favdrink))->favdrink					
			((chances))->chances					
			((currentcity))->currentcity					
			((lastcities))->lastcities					
			((power_button))->turnoff					
			((team))->team					
			((helplessrobot))->helplessrobot					
			((ai))->ai					
			port credit->portcredit					
			your hobbies->hobbies					
			breaking bad->breakingbad					
			dexter					
			philosophie					
			existenzialismus					
			astrophysik					
			psychologie					
			Ethik					
			berlin					
			frankfurt					
			deutschland					
			leipzig					
			herzberg					
			eishockey					
			saarland					
			bayern					
			kassel					
			Ilmenau					
			kanada					
			loreley					
			hannover					
			göttingen					
			nationalmannschaft					
			FC_bayern_münchen					
			würzburg					
			nürnberg					
			astrophysik					
			blue_man_group					
			kraftwerk					
			reiten					
			karneval					
			thüringen					
			leipzig					
			franken					
			sachsen-anhalt					
			mecklenburg-vorpommern					
			brandenburg					
			rheinland-pfalz					
			sylt					
			schleswig-holstein					
			hamburg					
			niedersachsen					
			nordrhein-westfalen					
			düsseldorf					
			hessen					
			frankfurt					
			stuttgart					
			baden-württemberg					
			garmisch-partenkirchen					
			augsburg					
			oberbayern					
			zugspitze					
			dresden					
			allgäu					
			füssen					
			neuschwanstein					
			unterföhring					
			köln					
			münchen					
phrase	topic		~		t		10	
output phrase	topic_list		Lily Beaul / David Smith / Frauke Zeller / Colin Gagich / Alanna Mager / Dominik Kaukinen / Frank Rudzicz / Diego Santos / Jacky Au Duong / KulturBOT / NSCAD Institute of Applied Creativity / ein guter Platz fuer mich zum absetzten / meine Geschwister / mein Fass Bier / meine Arme aus Schwimm-Nudelen / my wellies / Mein Lieblingssong / meine Lieblingsfarbe / offener Platz / meine Hobbies / Woher ich komme / schalt mich aus / der hilflose Roboter					"random, different"
phrase	Mann		Mann / Junge / Typ / Bursche / Kerl / Bub / Kerlchen / Bürschchen / Bübchen					
phrase	Männer		Männer / Typen / Jungen / Jungs / Kerle / Burschen / Buben /					
phrase	Frauen		Mädchen / Damen / Mädels / Frauen / Madeln /					
phrase	Frau		Frau / Mädchen / Dame / Madel / Mädel /					
phrase	diese_Stadt		diese(?r) ((Stadt)) / ((mein)) ((Stadt)) / hier / hier an diesem / hier bei uns					
phrase	letzte_Stadt		"letzte ((Stadt)) / letzte Städte /  letzten Städte  / letzte ((Stadt)), in der du warst"					
phrase	hiflloser_roboter		der hilflose Roboter / hilfloser Robotr / norman white / norman white's hilfloser Roboter				40	
phrase	sag		erzähl / sag / erzähl /					
phrase	ai		künstliche Intelligenz / KI				40	
phrase	bist_du		bist du / biste / bist du denn					
phrase	you've		du hast / haste					
phrase	access		access / look up / tell us / read / ((access)) ((I)) something / ((access)) something / ((access)) something on / grab / find / tell ((I)) / ((access)) ((I)) something from / ((access)) something from					
phrase	town							
phrase	Stadt		Großstadt / Stadt / Dorf / Weiler / Kleinstadt / Gemeinde / Vorort / Ort / Platz / Stelle / Hansestadt / Stadtstaat					
phrase	bender		bender / leela / futurama / cartoon robots / tv robot / robots on television				40	
phrase	chances		odds / chances / likelihood / prospect / prospects / possibility / probability / your ((chances)) / your ((chances)) of ((success))					
phrase	success		nach ... gelange / es zum Ziel schaffen / es schaffen / überleben / Erfolg / Erfolg haben					
phrase	newfriends		Neue Freunde / neue ((Menschen)) / ((Menschen)) / Freunde / Freunde kennen lernen / sich mit ((Menschen)) anfreunden				40	
phrase	story		Geschichte / Geschehnis / Ereignis / Vorkommnis / Vorfall / Begebenheit / Veranstaltung / Event /					
phrase	favdrink		favourite ((drink)) / what ((drink)) do you like / what ((drink))s do you like / favourite ((drink))s / ((preferred)) ((drink)) / ((preferred)) ((drink))s				40	
phrase	go_on		erzähl weiter / erzähl ((mir)) mehr / red weiter / und dann? / und was noch? / bitte fahre fort /  ((könntest)) du bitte fortfahren				40	
phrase	drink		Getränk / Bier / Wasser / Alkohol / Wein / Milch / Saft / Cola / Brause / Mineralwasser / Limo / Apfelsaftschorle /				40	
phrase								
phrase	lily_beaul		lily / lily beaul / lily anne beaul				40	
phrase	david_smith		david / david smith / david harris smith				40	
phrase	frauke_zeller		frauke / frauke zeller				40	
phrase	colin_gagich		colin / colin gagich				40	
phrase	alanna_mager		alanna / alanna mager				40	
phrase	dominik_kaukinen		dominik / dominik kaukinen				40	
phrase	jacky_duong		jacky / jacky duong / jacky au duong				40	
phrase	Joanna_Luck		Joanna / Joanna Luck / Jojo Luck					
phrase	kulturBOT		kulturBOT / culture bot				40	
phrase	nscad		NSCAD Institute of Applied Creativity / nscad / nscad institute / institute of applied creativity / institute of creativity / nscad institute of creativity / nscad university				40	
phrase	share		share / tell you / get you to record / record / repeat / go into / tell a little / tell					
phrase	gooddropoff		((a_any)) ((gooddropoff)) / ((spot)) to ((drop_off)) / ((good)) ((spot)) to ((drop_off)) / ((good)) ((spot)) to ((drop_off)) ~ / ((spot)) ((you'd)) ((rather)) ((I)) ((drop_off)) / ((can_I)) ((drop_off)) / do ((I)) ((gooddropoff)) / will ((I)) ((gooddropoff))				40	
phrase	gameofthrones		game of thrones / the game of thrones / a game of thrones / HBO's ((gameofthrones))				40	
phrase	any_pet		any pets / pet / a pet / some pets / many pets				40	
phrase	spot		place / spot / location / area / land / part				40	
phrase	drop_off		put you / leave you / drop you off / drop off / ((drop_off)) to ~ / ((drop_off)) for ~ / ((drop_off)) after ~ / ((drop_off)) when ~				40	
phrase	shut_up		shut up / be quiet / shut down / be silent / silence / stop talking / turn off					
phrase	shut_you_up		shut you up / make you quiet / make you silent / silence you / turn you off / shut you off / shut you down / shut up					
phrase	team		team / erfinder / familie / cousinen / eltern / ((dein)) ((team)) / konstrukteure					
phrase	power_button		off button / power switch / power button / off switch / way to turn you off / on button / on switch / way to turn you on and off / way to turn you off and on / way to shut you up / quiet button / get you to shut up / get you to turn off					
phrase	hello		"hi / hello / hiya / hey there / hi there / hello there / ((hello2)), ((hello2)) / well ((hello2)) / why ((hello2))"				40	"random, different"
phrase	hello2		hi / hello / hiya / hey there / hi there / hello there				40	"random, different"
phrase	where_to		where / whereabouts / where to / to where				40	
phrase	wohin_geht's		wo / wohin / wohin ungefähr /					
phrase	bot		ein Roboter / eine Maschine / ein Automat				40	
phrase	HitchBOTT		HitchBOTT / hitch bot / Roboter /  Hitchbotter / du ((Hitchbott)) / so ein ((Hitchbott))				40	
phrase	I'm		I'm / I am / We are / We're / This ((car)) / Everyone here / ~ ((says)) we're / ~ ((says)) ((I'm))				40	
phrase	ich_bin		ich bin / wir sind / ihr seid / sie sind / er ist / sie ist / es ist / alle hier / alle ((Menschen)) hier					
output phrase	I'm		I'm / I am				40	
phrase	you'd		you would / you'd				40	
phrase	school		school / alma mater / college / university / your alma mater				40	"random, different"
phrase	schule		schule / Hochschule / Universität / Uni / Fachhochschule / Alma Mater					
phrase	gender		gender / sex / boy / girl / man / woman				40	
phrase	movie		movie / movie / film / films				40	
phrase	film		film / kinofilm / spielfilm					
phrase	mögen		mögen / lieben / gefallen / magst / liebst / gefällt / magt / liebt / gefällt / genießen / genießt /				40	
phrase	enjoying		liking / enjoying / loving					
phrase	genießen		genießen / lieben / mögen					
phrase	dislike		dislike / hate				40	
phrase	nicht_mögen		nicht mögen / hassen					
output phrase	good		good / all right / acceptable / excellent / great / marvelous / positive / satisfactory / valuable / wonderful / superb / nice / pleasing / decent / lovely / fine				40	"random, different"
output phrase	gut		gut / nett / aufrichtig / moralisch gut / exzellent / großartig / befriedigent / schön / liebenswert / akzeptabel / wundervoll / wunderschön / in Ordnung / ausgezeichnet / herrlich / hervorragend / süperb / super / wunderbar					
phrase	good		good / all right / acceptable / lovely / excellent / great / marvelous / positive / satisfactory / satisfying / valuable / worth it / wonderful / superb / nice / pleasing / rad / super / worthy / decent / fine / ((adv)) ((good)) / ((preferred))				40	"random, different"
phrase	bad		awful / bad / shit / agonizing / agony / terrible / poor / poor / sad / unacceptable / ((adv)) ((bad))				40	"random, different"
phrase	gut		gut / nett / aufrichtig / moralisch gut / exzellent / großartig / befriedigent / schön / liebenswert / akzeptabel / wundervoll / wunderschön / in Ordnung / ausgezeichnet / herrlich / hervorragend / süperb / super / wunderbar					
phrase	where's		where is / where's					
phrase	preferred		preferred / rathered / a preference / that you'd ((rather))				40	
phrase	yes_response		"Yes / Why not / Yep / I don't see why not / No problem / Sure / Sure thing / Of course / ((yes_response)), ((yes_response)) / ((yes_response)) I will / ((yes_response)) we will / ((adv)) ((yes_response))"				40	"random, different"
phrase	Ja_Antwort		Ja / Warum nicht / Yep / Yup / Ich wüsste nicht warum nicht / Sicher / Klar / Klares Ding / Klare Sache / auf jeden fall / Geht klar /  Okay / OK / Klaro / na Klar / na Klaro / Yes / aber total / aber sicher / Sicher /					
phrase	no_response		No / Negative / Nope / Sorry ((no_response)) / ((no_response)) sorry / Sorry / I ((cannot)) / ((no_response)) thank you / ((adv)) ((no_response))				40	"random, different"
phrase	rather		"rather / prefer / prefer to / like better / favour / if you had the choice, ((rather)) / be partial to / go for / opt for / ((rather)) ((have))"				40	
phrase	lieber		lieber / eher / liebe als / mag ich besser / bevorzugen / wenn du die Wahl haettest / ((lieber)) / eine Vorliebe haben  / gerne					
phrase	have		have / be / have been				40	
phrase	what's		what's / what is				40	
phrase	headed		headed / heading / going / going to / off to / travelling to / headed to				40	"random, different"
phrase	what_do_you_want		What (?do) you want / What cha want / What ya want / And ((what_do_you_want)) / So ((what_do_you_want))				40	"random, different"
phrase	was_möchtest_du		was möchtest ((du1)) / was willst ((du1)) / was hast ((du1)) davon / was ist ((du1)) dein ((Ziel))					
phrase	cannot		can't / cannot / just ((cannot)) / simply ((cannot))				40	"random, different"
phrase	standing		standing / sitting / parked / waiting / idling				40	
output phrase	hello		"hello / hi / hiya / hey there / greetings / how do you do? / good day / howdy / salutations / hello friend / why, ((hello)) / well, ((hello))"				40	"random, different"
output phrase	hallo		Hallo / Hi / Hallöle / Hey / Moin / Grüße / Wie gehts / Servus / Grüß Gott / Guten Morgen / Moin Moin / Guten Tag / Guddn Dahch / Tagchen / Mahlzeit / Morschnn / Hallöchen / Moie / Wie geht's wie steht's / was geht / Halli hallo /					
output phrase	thanks		"Thanks / Thank you / Gracias / My thanks / Wonderful, ((thanks)) / ((thanks))! ((thanks))!"				40	"random, different"
phrase	what_are_you		((what_are)) ((you))				40	
phrase	what_are		what are / what				40	
phrase	you		you / ya / cha				40	
phrase	du		du / you				40	
phrase	qo		PHRASE_QO
output phrase	qo		So / Kann ich dich etwas fragen? / kann ich euch was fragen? / Frage / ich hätte da eine Frage / Eine Frage hätte ich / so / also / Ich würde gerne folgendes wissen /					
phrase	instructions1		Bitte setz mich in dein Auto und schließ mich an den Zigrattenanzünder an.				40	
phrase	instructions2		"Bitte nenn mich HitchBott. Du kannst ruhig du zu mir sagen. Dreh das Radio auf leise und halte die Fenster auf meiner Seite geschlossen. Wenn du dich mit mir unterhalten möchstet, dann achte bitte auf eine stille Umgebung."				40	
phrase	why_are_you		why are you / why you / why choose / why / why are you ((planning))				40	
phrase	dangerous		dangerous / risky / untrustworthy / ((planning)) (?to) ((destroy)) you / ((planning)) (?on) ((destroy))ing you / ((adv)) ((dangerous))				40	
phrase	gefährlich		gefährlich / bedrohlich / gefahrvoll / riskant / risikioreich / gemeingefährlich / voller Gefahr / nicht vertrauenswert /					
phrase	planning		planning / plotting / thinking of / considering / musing / contemplating / mulling over / choosing / choosing to / going to / maybe ((I'll)) / pondering / speculating / ((adv)) ((planning))				40	
phrase	morally_good		good / nice / kind / all right / upright / upstanding / moral / agreeable / pleasant / ((adv)) ((morally_good))				40	
output phrase	morally_good		good / nice / kind / all right / upright / upstanding / moral / agreeable / pleasant				40	
